File,Line,Type,Text,Priority,FullPath
00-未完成标记扫描报告-2026年01月01日.md,50,NOTE,"also that composing transformations corresponds to multiplying matrices: if the matrix  $B$  corresponds to another transformation  $T_B$ , the matrix for performing  $T_A$  then  $T_B$  is  $BA$ . Why  $BA$  rather than  $AB$ , and how does that correspond to the usual written order for function composition?; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Alcock L. How to Think About Abstract Algebra 2021\full.md}.File) (第1821行): NOTE - that the output is an element of  $\mathbb{R}^2$  because  $a_{11}x + a_{12}y$  and  $a_{21}x + a_{22}y$  are both single numbers. Note also that composing transformations corresponds to multiplying matrices: if the matrix  $B$  corresponds to another transformation  $T_B$ , the matrix for performing  $T_A$  then  $T_B$  is  $BA$ . Why  $BA$  rather than  $AB$ , and how does that correspond to the usual written order for function composition?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,51,NOTE,"- them? Again, I recommend cutting out and labelling a square and making a binary operation table. Do patterns of inverses work similarly to those for a triangle, and does this table also split naturally into checkerboard squares? Save your table for reference, then decide whether you have enough insight to imagine its equivalent for the symmetries of a regular pentagon or hexagon, or whether it would be worth making tables for those too.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,52,NOTE,"- that an alternative, number-based labelling provides another way to represent symmetries. Below, for instance, a clockwise rotation  $\rho$  of a square through  $90^{\circ}$  sends vertex 1 to position 2, vertex 2 to position 3, and so on; a reflection  $r_1$  in the vertical line swaps vertices 1 and 2 and vertices 3 and 4. Such transformations permute the vertices, where a permutation of a set  $S$  is a rearrangement of the elements of  $S$ . Symmetries of the square can be represented as permutations of  $\{1,2,3,4\}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,53,NOTE,"- that  $\mathbb{Z} \backslash \{0\}$  as a subset of  $\mathbb{Q} \backslash \{0\}$  is not closed under division. A binary operation on a restricted subset is sometimes called the induced operation on that subset, which is captured in the following, more careful, definition of closure.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,54,NOTE,"- about language. In everyday life, the words group and set are used pretty interchangeably. In some situations, one or the other might sound more natural—a group of friends, a set of cutlery—but the meaning is usually a collection of things that go together. In mathematics, this is not the case: the words group and set have different mathematical meanings. A mathematical set is simply a collection of objects. These objects might have something in common, but that is not necessary—a set need not have special properties. A mathematical group, on the other hand, does have special properties. A group  $(G,_)$  is a set  $G$  with a binary operation  $_$  that satisfies four $^1$  axioms as in the definition below (first discussed in Sections 1.3 and 2.3). In Abstract Algebra, we say 'group' only when we mean it in this sense.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,55,NOTE,"- the operation by  $^{+}$ , the identity by  $0$  and the inverse of  $g$  by  $-g$ . Check that the definition below is equivalent to the general version.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,56,NOTE,- also that these expressions—without brackets—make sense only because we know that the binary operation in a group is associative (see Section 5.2).,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,57,NOTE,"- that in the proof, the reason for the set-up becomes clear toward the end. So if, at some point, you are not sure what is happening, remember the self-explanation training from Section 3.6 and be ready to read back and forth.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,58,NOTE,"- that 'gcd' means 'greatest common divisor', which you might have seen expressed as 'hcf' for 'highest common factor'. With that in mind, try reading the theorem aloud. Then try working out why it is reasonable by applying it to the group  $\mathbb{Z}_{12}$ . Because the theorem is stated in multiplicative notation, it might be easiest to think of  $\mathbb{Z}_{12}$  as  $\langle a|a^{12} = e\rangle$ , so that each element is of the form  $a^n$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,59,NOTE,"- on notation: it is important not to mix up  $n\mathbb{Z}$  and  $\mathbb{Z}_n$ . The set  $n\mathbb{Z}$  is the infinite set of integer multiples of  $n$ , which forms",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,60,NOTE,"- that although  $D_{3}$  is not cyclic, all of its proper subgroups are: each is trivial or isomorphic to either  $\mathbb{Z}_{2}$  or  $\mathbb{Z}_{3}$ . This shows that the converse of an earlier theorem is not true:",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,61,NOTE,"- its elements, and can you write its table in multiple ways? What are its subgroups? Think carefully here. The group  $D_{5}$  is bigger than  $D_{4}$ , so it has room for more internal structure. But a square has two different 'types' of reflection: those with vertex-to-vertex axes and those with mid-edge-to-mid-edge axes. A regular pentagon does not: like a triangle, its reflections all have vertex-to-mid-edge axes. Moreover, its subgroups must each have order 1, 2, 5 or 10. Can you list them all?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,62,NOTE,"- symmetric group, not symmetry group. That name is different enough to be annoying if symmetric groups and symmetry groups are the same, and similar enough to be annoying if they are different. To work out which it is, we will look at specific symmetric groups, starting small.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,63,NOTE,"- that experience with degenerate cases does not necessarily make them seem less weird, and that the set  $\{1\}$  is a set containing one element, whereas the set  $S_{1}$  is a set containing one function on that element: the objects are different. The symmetric group  $S_{2}$  of permutations of  $\{1,2\}$  has two elements: the identity and the permutation that swaps 1 and 2. A table shows that  $S_{2}$  is isomorphic to  $\mathbb{Z}_{2}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,64,NOTE,"- that we have not proved this—how would you go about it?). What subgroups are generated by individual elements of  $S_4$ ? How about by pairs or triples of elements? Which combinations generate the whole of  $S_4$ ? Investigate and you will find that for a group of this size, this is a complex question. It is therefore useful to have systematic ways to think about relationships between permutations, and one way to do this is to consider transpositions. A transposition is a two-element permutation like (12), and transpositions combine in useful ways to generate other permutations. For instance, remembering that the permutation on the right acts first,",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,65,NOTE,"- that for any group  $G$ , the intersection of any two subgroups is a subgroup under the group operation. Why is that? How does it play out for some of the groups discussed in this chapter? Can you prove it using the subgroup definition or the theorem above?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,66,NOTE,"- the operation by  $\ast$ , the identity by  $e$ , and the remaining three elements by  $a$ ,  $b$  and  $c$ . The identity property then forces the first row and column.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,67,NOTE,"- that in the two quotient groups  $D_3 / \{e, \rho, \rho^2\}$  and  $\mathbb{Z}/2\mathbb{Z}$ , the subgroup plays the role of the identity. But the quotient group operations merit some thought because they involve not composing individual symmetries or adding individual numbers but operating on sets. That causes no problems here, but the general case is more complex and will be addressed in Section 7.6.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,68,NOTE,"- the quantifier: every element of the group must 'commute' with the subgroup. Also, normality is a property of subgroups in relation to groups. It makes no sense to speak of 'normal groups', and we should state that a subgroup is normal only if it is clear what 'main' group is under discussion. Mathematicians will forgive repetition: 'Recall that  $H$  is a normal subgroup of  $G$ ' or 'Because  $\{e, \rho^2\}$  is a normal subgroup of  $D_4, \ldots$ '. They will not readily forgive ambiguity: '  $H$  is a normal subgroup' might make mathematicians think 'Of what?'",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,69,NOTE,"- that  $aH = \{ah|h\in H\}$ , so  $|aH|\leq |H|$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,70,NOTE,- that  $S_4 / K$  has an element  $gK$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,71,NOTE,- that 'min' means 'minimum').,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,72,NOTE,"- is the relationship between the words isomorphic and isomorphism. Two groups are isomorphic if and only if there is an isomorphism between them, where an isomorphism is a function 'matching' elements in one group to those in the other so as to respect their structures. For instance,  $\mathbb{Z}_4$  is isomorphic to  $U_4$  via the isomorphism  $\phi$  (the Greek letter 'phi') represented below.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,73,NOTE,"- that I implicitly assumed it when calculating the number of possible 'matching' functions from  $\mathbb{Z}_4$  to  $U_4$ . How, exactly?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,74,NOTE,"- a translation  $a$  units by the right by  $t_a$  and let  $T = \{t_a | a \in \mathbb{R}\}$  (the set of all such translations), then  $(T, \circ)$  and  $(\mathbb{R}, +)$  are isomorphic via the map",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,75,NOTE,"- that for every point  $(x,y)$  in the plane,  $\frac{1}{2} \cdot 6(x,y) = \frac{1}{2}(6x,6y) = (3x,3y)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,76,NOTE,"also that this third homomorphism, with only the identity in its kernel, is injective (where the others are not). This is not a coincidence, and the general result is captured below. As usual, remember the self-explanation training from Section 3.6. Can you justify each deduction in this proof with definitional properties or theorems about homomorphisms?; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Alcock L. How to Think About Abstract Algebra 2021\full.md}.File) (第3862行): NOTE - that  $\{0\}$  is the set containing the element zero, not just the number 0—you could probably get away with writing 'ker  $\phi = 0$ ', but mathematicians notice this kind of technical inaccuracy. Note also that this third homomorphism, with only the identity in its kernel, is injective (where the others are not). This is not a coincidence, and the general result is captured below. As usual, remember the self-explanation training from Section 3.6. Can you justify each deduction in this proof with definitional properties or theorems about homomorphisms?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,77,NOTE,"- that the list requires a ring to have a multiplicative identity, which is no problem for  $\mathbb{Z}$ . But, as noted in Section 2.4, it is possible to define rings without this axiom then call a ring with a multiplicative identity a ring with unity or ring with one. Here, observe that the notation 'R' is obviously sensible, but can lead to errors for people accustomed to writing 'R' for the real numbers. Is  $\mathbb{R}$  a ring under standard addition and multiplication?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,78,NOTE,"- the additive identity by '0' and the multiplicative identity by '1', although rings do not have to be based on sets of numbers. A third thing to observe is that, as noted in Section 2.5, the definition looks long. But the first five axioms specify that  $R$  is an abelian group under addition, meaning an additive group in which the operation is commutative. So the ring definition can be abbreviated.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,79,NOTE,"- that  $aw + by$  is a single number). The additive identity is the matrix of zeros, and",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,80,NOTE,- that 0 is the additive identity in  $R$  so  $0 + 0 = 0$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,81,NOTE,- that  $b$  has an additive inverse  $(-b) \in R$  with  $b + (-b) = 0$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,82,NOTE,"- on proofs like these. When I studied ring theory, I thought it ingenious to add two zeros or an element and its inverse, then split the expression to derive the desired result. But I don't think I noticed that such arguments rely on distributivity. I didn't notice that this had to be the case for theorems linking additive identities or inverses to a multiplicative operation. I certainly didn't grasp the fact that two operations and a ring structure were necessary for such results to be meaningful. If I had noticed all of that, I think I would have found theorems and proofs like these easier to reconstruct and more satisfying to study.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,83,NOTE,- that all rings have commutative addition; only those that also have commutative multiplication are called commutative rings. This means that the matrix ring  $M_{2 \times 2}(\mathbb{R})$  is not a commutative ring. The Venn diagram below captures the fact that commutative rings form a subset of all rings. Check that each example is correctly placed (the spacing is weird for a reason—bear with me).,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,84,NOTE,"- that in some of these definitions, 0 is excluded from a quantified condition: the additive identity is 'special' in relation to some multiplicative properties. And think about other rings—which have zero divisors and which do not? How do your answers relate to the definition below?",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,85,NOTE,"- that every  $\mathbb{Z}_p$  with  $p$  prime is a field:  $\mathbb{Z}_{19}$  is a field,  $\mathbb{Z}_{43}$  is a field, and so on. In particular,  $\mathbb{Z}_2$  is a field. The tables below capture its structure.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,86,NOTE,"- that the multiplicative identity is always a unit:  $1 \cdot 1 = 1$  must hold. Thus every ring has at least one unit. And plenty have more than one. In the multiplication table for  $\mathbb{Z}_{12}$  below, rows and columns for zero divisors are in grey so that units stand out in white.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,87,NOTE,"- that  $GL(2,\mathbb{R})$  is a group because multiplying together two invertible matrices gives another, associativity is inherited, the multiplicative identity matrix is invertible, and every invertible matrix by definition has a multiplicative inverse. Moreover, this generalizes: for any ring, the units form a multiplicative group. The units of  $\mathbb{Z}_{12}$  are shown in the table below; they form a group isomorphic to the Klein four-group  $V$  (see Section 6.8).",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,88,NOTE,"- a single element or a set? If it denotes a single element, what type of object is it? Is it a number, perhaps, or a transformation? Is it a special kind of transformation like a symmetry? Is the specific object important in its context, in the sense that it has special properties? Or is it an arbitrary member of a group or ring? If a symbol denotes a set, is that set unstructured, or is it a group or a ring? Is it treated as a subset or subgroup or subring of another set,",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,89,NOTE,"- that properties 1, 5, and 7 of the lemma guarantee that the left cosets of a subgroup $H$ of $G$ partition $G$ into blocks of equal size."" (Chapter 7)",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,90,NOTE,"- this by $H \triangleleft G$."" (Chapter 9, Definition Normal Subgroup)",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,91,NOTE,"- it by $\mathrm{GF}(p^n)$, in honor of Galois, and call it the Galois field of order $p^n$."" (Chapter 21)",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,92,NOTE,"- the group of symmetries of a regular $n$-gon. Imitating Example 2, one can show that $D_{n} \approx \langle a, b \mid a^{n} = b^{2} = (ab)^{2} = e \rangle$."" (Chapter 25)",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,93,NOTE,- 40,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,94,NOTE,- 462,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,95,NOTE,"- this integer by  $\gcd(a, b)$ . When  $\gcd(a, b) = 1$ , we say  $a$  and  $b$  are relatively prime.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,96,NOTE,"- that 4 and 15 are relatively prime, whereas 4 and 10 are not. Also,  $4 \cdot 4 + 15(-1) = 1$  and  $4(-2) + 10 \cdot 1 = 2$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,97,NOTE,"- that Euclid's Lemma may fail when  $p$  is not a prime, since  $6 \mid (4 \cdot 3)$  but  $6 \nmid 4$  and  $6 \nmid 3$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,98,NOTE,"- this integer by  $\operatorname{lcm}(a, b)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,99,NOTE,"- that  $27 \mod 11 = 5$  and  $36 \mod 11 = 3$ , so  $(27 \cdot 36) \mod 11 = (5 \cdot 3) \mod 11 = 4$ . (See Exercise 11.)",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,100,NOTE,"- that for any integer  $n$ , if  $n \mod 4 = 0$  or 2, then  $n^2 \mod 4 = 0$  and if  $n \mod 4 = 1$  or 3 mod 4, then  $n^2 \mod 4 = 1$ . But then the only differences of squares of integers modulo 4 are 0, 1, and  $-1 = 3$ , which gives a contradiction.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,101,NOTE,"the angle formed by the line segment and the positive real axis by  $\theta$ , we can write  $a + bi$  as  $r(\cos \theta + i\sin \theta)$ .; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Gallian J. Contemporary Abstract Algebra 11ed 2025\Gallian J. Contemporary Abstract Algebra 11ed 2025\full.md}.File) (第697行): NOTE - $\sqrt{-1}$ . Then,  $i^2 = -1$ . Complex numbers written in the form  $a + bi$  are said to be in standard form. In some instances it is convenient to write a complex number  $a + bi$  in another form. To do this we represent  $a + bi$  as the point  $(a, b)$  in a plane coordinatized by a horizontal axis called the real axis and a vertical  $i$  axis called the imaginary axis. The distance from the point  $a + bi$  to the origin is  $r = \sqrt{a^2 + b^2}$  and is often denoted by  $|a + bi|$  and called the norm of  $a + bi$ . If we draw the line segment from the origin to  $a + bi$  and denote the angle formed by the line segment and the positive real axis by  $\theta$ , we can write  $a + bi$  as  $r(\cos \theta + i\sin \theta)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,102,NOTE,"- that since  $n \geq 28$ , we cannot have both  $a$  and  $b$  less than 3. If  $a \geq 3$ , then",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,103,NOTE,"- that each of the integers 28, 29, 30, 31, and 32 is in  $S$ . Now assume that for some integer  $n > 32$ ,  $S$  contains all integers  $k$  with  $28 \leq k < n$ . We must show that  $n \in S$ . Since  $n - 5 \in S$ , there are nonnegative integers  $a$  and  $b$  such that  $n - 5 = a \cdot 5 + b \cdot 8$ . But then  $n = (a + 1) \cdot 5 + b \cdot 8$ . Thus  $n$  is in  $S$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,104,NOTE,"- the relation. Using this notation, the three conditions for an equivalence relation become  $a \sim a$ ;  $a \sim b$  implies  $b \sim a$ ; and  $a \sim b$  and  $b \sim c$  imply  $a \sim c$ . If  $\sim$  is an equivalence relation on a set  $S$  and  $a \in S$ , then the set  $[a] = \{x \in S \mid x \sim a\}$  is called the equivalence class of  $S$  containing  $a$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
